categoryId;description;id;name;oldprice;param;picture;price;url;vendor
Мужское/Одежда/Брюки;100% полиэстер;1490021;Брюки Lacoste;22480.00;Артикул:HH7896|Категория:Брюки|Размер:42, 44|Цвет:бежевый|Пол:Мужской;https://lacoste.ru/upload/photo/1476/HH789602S.jpg;15736.00;https://ad.admitad.com/g/f446ccbb4541237c4d2cd5f2d2f9d4/?f_id=7775&ulp=https%3A%2F%2Flacoste.ru%2Fcatalog%2Fbryuki-muzhchiny%2Fbryuki_lacoste_293_color_02S%2F&i=5;Lacoste
Мужское/Одежда/Поло;100% хлопок;1490041;Поло Lacoste;16980.00;Артикул:PH7730|Категория:Поло|Размер:3, 4|Цвет:тёмно-синий|Пол:Мужской;https://lacoste.ru/upload/photo/1476/PH7730166.jpg;11886.00;https://ad.admitad.com/g/f446ccbb4541237c4d2cd5f2d2f9d4/?f_id=7775&ulp=https%3A%2F%2Flacoste.ru%2Fcatalog%2Fpolo-muzh%2Fpolo_lacoste_576_color_166%2F&i=5;Lacoste
Мужское/Одежда/Толстовки;67% хлопок 30% полиэстер 3% эластан / 95% хлопок 5% эластан;1490061;Мужская толстовка Lacoste из хлопкового флиса;10980.00;Артикул:SH7477|Категория:Толстовки|Размер:M|Цвет:красный|Пол:Мужской;https://lacoste.ru/upload/photo/1476/SH7477RSB.jpg;7686.00;https://ad.admitad.com/g/f446ccbb4541237c4d2cd5f2d2f9d4/?f_id=7775&ulp=https%3A%2F%2Flacoste.ru%2Fcatalog%2Ftolstovki-muzhchiny%2Fmuzhskaya_tolstovka_lacoste_iz_khlopkovogo_flisa_color_RSB%2F&i=5;Lacoste
Мужское/Одежда/Поло;100% хлопок;1494925;Поло Lacoste;13480.00;Артикул:PH2215|Категория:Поло|Размер:2|Цвет:голубой|Пол:Мужской;https://lacoste.ru/upload/photo/1476/PH221515M.jpg;9436.00;https://ad.admitad.com/g/f446ccbb4541237c4d2cd5f2d2f9d4/?f_id=7775&ulp=https%3A%2F%2Flacoste.ru%2Fcatalog%2Fpolo-muzh%2Fpolo_lacoste_536_color_15M%2F&i=5;Lacoste
Мужское/Одежда/Футболки;100% хлопок;1495215;Футболка Lacoste;7980.00;Артикул:TH2219|Категория:Футболки|Размер:2|Цвет:многоцветный|Пол:Мужской;https://lacoste.ru/upload/photo/1476/TH221919H.jpg;5586.00;https://ad.admitad.com/g/f446ccbb4541237c4d2cd5f2d2f9d4/?f_id=7775&ulp=https%3A%2F%2Flacoste.ru%2Fcatalog%2Ffutbolki-muzhchiny%2Ffutbolka_lacoste_779_color_19H%2F&i=5;Lacoste
Мужское/Одежда/Футболки;100% хлопок;1495197;Футболка Lacoste;8480.00;Артикул:TH2207|Категория:Футболки|Размер:3, 4, 5, 7|Цвет:синий|Пол:Мужской;https://lacoste.ru/upload/photo/1476/TH220707M.jpg;5936.00;https://ad.admitad.com/g/f446ccbb4541237c4d2cd5f2d2f9d4/?f_id=7775&ulp=https%3A%2F%2Flacoste.ru%2Fcatalog%2Ffutbolki-muzhchiny%2Ffutbolka_lacoste_776_color_07M%2F&i=5;Lacoste
Мужское/Одежда/Поло;94% хлопок 6% эластан;1494937;Поло Lacoste;13480.00;Артикул:PH2233|Категория:Поло|Размер:2, 3, 5, 6, 7|Цвет:многоцветный|Пол:Мужской;https://lacoste.ru/upload/photo/1476/PH223333L.jpg;9436.00;https://ad.admitad.com/g/f446ccbb4541237c4d2cd5f2d2f9d4/?f_id=7775&ulp=https%3A%2F%2Flacoste.ru%2Fcatalog%2Fpolo-muzh%2Fpolo_lacoste_541_color_33L%2F&i=5;Lacoste
Мужское/Одежда/Поло;63% хлопок 31% полиэстер 6% эластан;1495942;Поло Lacoste;15480.00;Артикул:PH7680|Категория:Поло|Размер:4, 5|Цвет:многоцветный|Пол:Мужской;https://lacoste.ru/upload/photo/1476/PH7680TX4.jpg;10836.00;https://ad.admitad.com/g/f446ccbb4541237c4d2cd5f2d2f9d4/?f_id=7775&ulp=https%3A%2F%2Flacoste.ru%2Fcatalog%2Fpolo-muzh%2Fpolo_lacoste_569_color_TX4%2F&i=5;Lacoste
Женское/Одежда/Свитеры;90% шерсть 10% кашемир;1495922;Свитер Lacoste;20480.00;Артикул:AF2232|Категория:Свитеры|Размер:34, 38, 40, 42, 44|Цвет:молочно-бежевый|Пол:Женский;https://lacoste.ru/upload/photo/1476/AF223232C.jpg;14336.00;https://ad.admitad.com/g/f446ccbb4541237c4d2cd5f2d2f9d4/?f_id=7775&ulp=https%3A%2F%2Flacoste.ru%2Fcatalog%2Fsvitery-zhenshchiny%2Fsviter_lacoste_600_color_32C%2F&i=5;Lacoste
Мужское/Одежда/Футболки;100% хлопок;1495866;Футболка Lacoste;7980.00;Артикул:TH2219|Категория:Футболки|Размер:2|Цвет:многоцветный|Пол:Мужской;https://lacoste.ru/upload/photo/1476/TH221919L.jpg;5586.00;https://ad.admitad.com/g/f446ccbb4541237c4d2cd5f2d2f9d4/?f_id=7775&ulp=https%3A%2F%2Flacoste.ru%2Fcatalog%2Ffutbolki-muzhchiny%2Ffutbolka_lacoste_779_color_19L%2F&i=5;Lacoste
Мужское/Одежда/Футболки;100% хлопок;1495859;Футболка Lacoste;8480.00;Артикул:TH2206|Категория:Футболки|Размер:2|Цвет:многоцветный|Пол:Мужской;https://lacoste.ru/upload/photo/1476/TH220606L.jpg;5936.00;https://ad.admitad.com/g/f446ccbb4541237c4d2cd5f2d2f9d4/?f_id=7775&ulp=https%3A%2F%2Flacoste.ru%2Fcatalog%2Ffutbolki-muzhchiny%2Ffutbolka_lacoste_775_color_06L%2F&i=5;Lacoste
Мужское/Одежда/Футболки;100% хлопок / 96% хлопок 4% эластан;1495998;Футболка Lacoste;11480.00;Артикул:TH7984|Категория:Футболки|Размер:3, 4|Цвет:тёмно-синий|Пол:Мужской;https://lacoste.ru/upload/photo/1476/TH7984166.jpg;8036.00;https://ad.admitad.com/g/f446ccbb4541237c4d2cd5f2d2f9d4/?f_id=7775&ulp=https%3A%2F%2Flacoste.ru%2Fcatalog%2Ffutbolki-muzhchiny%2Ffutbolka_lacoste_818_color_166%2F&i=5;Lacoste
Мужское/Одежда/Поло;100% полиэстер;1495908;Мужское спортивное поло Lacoste;13480.00;Артикул:DH6932|Категория:Поло|Размер:6|Цвет:белый|Пол:Мужской;https://lacoste.ru/upload/photo/1476/DH69324UR.jpg;9436.00;https://ad.admitad.com/g/f446ccbb4541237c4d2cd5f2d2f9d4/?f_id=7775&ulp=https%3A%2F%2Flacoste.ru%2Fcatalog%2Fpolo-muzh%2Fmuzhskoe_sportivnoe_polo_lacoste_3_color_4UR%2F&i=5;Lacoste
Женское/Одежда/Свитеры;80% вискоза 20% эластан;1495906;Свитер Lacoste;17980.00;Артикул:AF2231|Категория:Свитеры|Размер:34, 36, 38, 40|Цвет:многоцветный|Пол:Женский;https://lacoste.ru/upload/photo/1476/AF223131L.jpg;12586.00;https://ad.admitad.com/g/f446ccbb4541237c4d2cd5f2d2f9d4/?f_id=7775&ulp=https%3A%2F%2Flacoste.ru%2Fcatalog%2Fsvitery-zhenshchiny%2Fsviter_lacoste_629_color_31L%2F&i=5;Lacoste
Мужское/Одежда/Поло;94% хлопок 6% эластан;1495900;Поло Lacoste;12980.00;Артикул:PH2205|Категория:Поло|Размер:3, 4, 6|Цвет:многоцветный|Пол:Мужской;https://lacoste.ru/upload/photo/1476/PH220505M.jpg;9086.00;https://ad.admitad.com/g/f446ccbb4541237c4d2cd5f2d2f9d4/?f_id=7775&ulp=https%3A%2F%2Flacoste.ru%2Fcatalog%2Fpolo-muzh%2Fpolo_lacoste_535_color_05M%2F&i=5;Lacoste
Женское/Одежда/Свитеры;65% вискоза 26% шерсть 9% полиамид;1495920;Свитер Lacoste;20480.00;Артикул:AF2203|Категория:Свитеры|Размер:40, 42|Цвет:многоцветный|Пол:Женский;https://lacoste.ru/upload/photo/1476/AF220303L.jpg;14336.00;https://ad.admitad.com/g/f446ccbb4541237c4d2cd5f2d2f9d4/?f_id=7775&ulp=https%3A%2F%2Flacoste.ru%2Fcatalog%2Fsvitery-zhenshchiny%2Fsviter_lacoste_636_color_03L%2F&i=5;Lacoste
Мужское/Одежда/Поло;100% хлопок;1495983;Поло Lacoste;15480.00;Артикул:PH7682|Категория:Поло|Размер:3, 4, 5|Цвет:многоцветный|Пол:Мужской;https://lacoste.ru/upload/photo/1476/PH7682VTE.jpg;10836.00;https://ad.admitad.com/g/f446ccbb4541237c4d2cd5f2d2f9d4/?f_id=7775&ulp=https%3A%2F%2Flacoste.ru%2Fcatalog%2Fpolo-muzh%2Fpolo_lacoste_571_color_VTE%2F&i=5;Lacoste
Женское/Одежда/Толстовки;100% хлопок;1495843;Толстовка Lacoste;17980.00;Артикул:SF7070|Категория:Толстовки|Размер:32, 34|Цвет:многоцветный|Пол:Женский;https://lacoste.ru/upload/photo/1476/SF7070166.jpg;12586.00;https://ad.admitad.com/g/f446ccbb4541237c4d2cd5f2d2f9d4/?f_id=7775&ulp=https%3A%2F%2Flacoste.ru%2Fcatalog%2Ftolstovki-zhenshchiny%2Ftolstovka_lacoste_518_color_166%2F&i=5;Lacoste
Мужское/Одежда/Поло;100% хлопок;1495812;Поло Lacoste;13480.00;Артикул:PH2215|Категория:Поло|Размер:3, 4|Цвет:многоцветный|Пол:Мужской;https://lacoste.ru/upload/photo/1476/PH221515L.jpg;9436.00;https://ad.admitad.com/g/f446ccbb4541237c4d2cd5f2d2f9d4/?f_id=7775&ulp=https%3A%2F%2Flacoste.ru%2Fcatalog%2Fpolo-muzh%2Fpolo_lacoste_536_color_15L%2F&i=5;Lacoste
Мужское/Одежда/Спортивная одежда;52% хлопок 41% полиэстер 7% эластан;1495918;Спортивные брюки Lacoste;19980.00;Артикул:XH7398|Категория:Спортивная одежда|Размер:4, 6|Цвет:тёмно-синий|Пол:Мужской;https://lacoste.ru/upload/photo/1476/XH73989NX.jpg;13986.00;https://ad.admitad.com/g/f446ccbb4541237c4d2cd5f2d2f9d4/?f_id=7775&ulp=https%3A%2F%2Flacoste.ru%2Fcatalog%2Fsportivnaya-odezhda-muzhchiny%2Fsportivnye_bryuki_lacoste_7_color_9NX%2F&i=5;Lacoste
Женское/Одежда/Поло;94% хлопок 6% эластан / 98% хлопок 1% эластан 1% полиамид;1495836;Поло Lacoste;20480.00;Артикул:PF8381|Категория:Поло|Размер:38|Цвет:голубой|Пол:Женский;https://lacoste.ru/upload/photo/1476/PF8381N1W.jpg;14336.00;https://ad.admitad.com/g/f446ccbb4541237c4d2cd5f2d2f9d4/?f_id=7775&ulp=https%3A%2F%2Flacoste.ru%2Fcatalog%2Fpolo-zhenshchiny%2Fpolo_lacoste_471_color_N1W%2F&i=5;Lacoste
Мужское/Одежда/Поло;92% хлопок 8% эластан;1495910;Поло Lacoste;12980.00;Артикул:PH2231|Категория:Поло|Размер:6, 7|Цвет:многоцветный|Пол:Мужской;https://lacoste.ru/upload/photo/1476/PH223131B.jpg;9086.00;https://ad.admitad.com/g/f446ccbb4541237c4d2cd5f2d2f9d4/?f_id=7775&ulp=https%3A%2F%2Flacoste.ru%2Fcatalog%2Fpolo-muzh%2Fpolo_lacoste_540_color_31B%2F&i=5;Lacoste
Мужское/Одежда/Футболки;100% хлопок;1495874;Футболка Lacoste;7980.00;Артикул:TH7046|Категория:Футболки|Размер:4|Цвет:чёрный|Пол:Мужской;https://lacoste.ru/upload/photo/1476/TH7046031.jpg;5586.00;https://ad.admitad.com/g/f446ccbb4541237c4d2cd5f2d2f9d4/?f_id=7775&ulp=https%3A%2F%2Flacoste.ru%2Fcatalog%2Ffutbolki-muzhchiny%2Ffutbolka_lacoste_789_color_031%2F&i=5;Lacoste
Мужское/Одежда/Футболки;100% хлопок;1495881;Футболка Lacoste;7980.00;Артикул:TH7046|Категория:Футболки|Размер:2, 3, 4|Цвет:серый|Пол:Мужской;https://lacoste.ru/upload/photo/1476/TH7046CCA.jpg;5586.00;https://ad.admitad.com/g/f446ccbb4541237c4d2cd5f2d2f9d4/?f_id=7775&ulp=https%3A%2F%2Flacoste.ru%2Fcatalog%2Ffutbolki-muzhchiny%2Ffutbolka_lacoste_789_color_CCA%2F&i=5;Lacoste
Женское/Одежда/Брюки и шорты;100% полиамид;1504161;Брюки Lacoste;17980.00;Артикул:HF6687|Категория:Брюки и шорты|Размер:34, 36, 38|Цвет:голубой|Пол:Женский;https://lacoste.ru/upload/photo/1476/HF6687B9Y.jpg;12586.00;https://ad.admitad.com/g/f446ccbb4541237c4d2cd5f2d2f9d4/?f_id=7775&ulp=https%3A%2F%2Flacoste.ru%2Fcatalog%2Fbryuki-i-shorty-zhenshchiny%2Fbryuki_lacoste_268_color_B9Y%2F&i=5;Lacoste
Женское/Одежда/Свитеры;90% шерсть 10% кашемир;1499409;Свитер Lacoste;20480.00;Артикул:AF2232|Категория:Свитеры|Размер:36, 38, 40|Цвет:тёмно-синий|Пол:Женский;https://lacoste.ru/upload/photo/1476/AF223232L.jpg;14336.00;https://ad.admitad.com/g/f446ccbb4541237c4d2cd5f2d2f9d4/?f_id=7775&ulp=https%3A%2F%2Flacoste.ru%2Fcatalog%2Fsvitery-zhenshchiny%2Fsviter_lacoste_600_color_32L%2F&i=5;Lacoste
Мужское/Одежда/Поло;63% хлопок 31% полиэстер 6% эластан / 100% хлопок;1504129;Мужское спортивное поло Lacoste GOLF;16980.00;Артикул:DH6958|Категория:Поло|Размер:2, 3|Цвет:красный|Пол:Мужской;https://lacoste.ru/upload/photo/1476/DH6958WPK.jpg;11886.00;https://ad.admitad.com/g/f446ccbb4541237c4d2cd5f2d2f9d4/?f_id=7775&ulp=https%3A%2F%2Flacoste.ru%2Fcatalog%2Fpolo-muzh%2Fmuzhskoe_sportivnoe_polo_lacoste_golf_1_color_WPK%2F&i=5;Lacoste
Мужское/Одежда/Спортивная одежда;100% полиэстер / 65% полиэстер 35% хлопок;1504235;Спортивные брюки Lacoste;14980.00;Артикул:XH3661|Категория:Спортивная одежда|Размер:2, 6|Цвет:многоцветный|Пол:Мужской;https://lacoste.ru/upload/photo/1476/XH3661QJ3.jpg;10486.00;https://ad.admitad.com/g/f446ccbb4541237c4d2cd5f2d2f9d4/?f_id=7775&ulp=https%3A%2F%2Flacoste.ru%2Fcatalog%2Fsportivnaya-odezhda-muzhchiny%2Fsportivnye_bryuki_lacoste_65_color_QJ3%2F&i=5;Lacoste
Мужское/Одежда/Одежда для дома и сна;67% хлопок 30% полиэстер 3% эластан / 95% хлопок 5% эластан;1504097;Мужские домашние штаны Lacoste с логотипом на талии в спортивном стиле;10980.00;Артикул:3H7459|Категория:Одежда для дома и сна|Размер:XL|Цвет:тёмно-синий|Пол:Мужской;https://lacoste.ru/upload/photo/1476/3H7459DBW.jpg;7686.00;https://ad.admitad.com/g/f446ccbb4541237c4d2cd5f2d2f9d4/?f_id=7775&ulp=https%3A%2F%2Flacoste.ru%2Fcatalog%2Fodezhda_dlya_doma_i_sna_muzhchiny%2Fmuzhskie_domashnie_shtany_lacoste_s_logotipom_na_talii_v_sportivnom_stile_color_DBW%2F&i=5;Lacoste
Мужское/Одежда/Толстовки;71% полиэстер 25% хлопок 4% эластан / 97% хлопок 3% эластан;1504334;Свитшот Lacoste SPORT;15480.00;Артикул:SH9604|Категория:Толстовки|Размер:3|Цвет:чёрный|Пол:Мужской;https://lacoste.ru/upload/photo/1476/SH9604C31.jpg;10836.00;https://ad.admitad.com/g/f446ccbb4541237c4d2cd5f2d2f9d4/?f_id=7775&ulp=https%3A%2F%2Flacoste.ru%2Fcatalog%2Ftolstovki-muzhchiny%2Fsvitshot_lacoste_sport_2_color_C31%2F&i=5;Lacoste
